Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,13,0,8,8.309507693271511,3.936499997507781,19.974299997556955,90871.0,0.21879414817148726,0.0,8,9,9,12,12,20,20,20,20,20,20
GET,/api/checklists,9,0,5,5.061411111253417,3.983899994636886,6.801600000471808,1317.0,0.15147287181102964,0.0,5,6,6,6,7,7,7,7,7,7,7
GET,/api/checklists/1/lock,6,6,2135.2116000052774,2296.4360500021335,2135.2116000052774,2462.642800004687,22.0,0.10098191454068643,0.10098191454068643,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
PUT,/api/doc/{id}/lock [PUT heartbeat],6,6,2100,1897.031383329401,6.915699996170588,2460.5631999875186,22.0,0.10098191454068643,0.10098191454068643,2300,2300,2500,2500,2500,2500,2500,2500,2500,2500,2500
GET,/api/events,22,0,7,11.425895456341095,4.358999998657964,41.54380000545643,6299.636363636364,0.37026701998251693,0.0,8,9,9,15,24,37,42,42,42,42,42
POST,/api/events [POST],101,0,9,10.244020791511089,5.583699996350333,40.24309999658726,10.0,1.699862228101555,0.0,9,10,10,11,14,23,27,33,40,40,40
DELETE,/api/events/{id} [DELETE],99,0,2100,2090.977842425057,2053.8806000113254,2469.5300000021234,11.0,1.666201589921326,0.0,2100,2100,2100,2100,2100,2100,2500,2500,2500,2500,2500
PUT,/api/events/{id} [PUT],101,101,6,7.4632722751288165,3.7093999999342486,24.576099996920675,21.0,1.699862228101555,1.699862228101555,6,7,9,9,11,18,22,24,25,25,25
GET,/api/kanban,35,0,6,7.763405714233938,3.809899993939325,41.4500000042608,7217.142857142857,0.5890611681540042,0.0,6,7,7,8,10,24,41,41,41,41,41
GET,/api/notifications/count,13,0,2463.118100000429,2054.0824769246124,33.358200002112426,2463.118100000429,11.0,0.21879414817148726,0.0,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
GET,/api/notifications/pending,13,0,2459.672299999511,2394.0629769237535,2253.3489000052214,2459.672299999511,2.0,0.21879414817148726,0.0,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
POST,/api/upload/image [POST],31,31,6,11.35182257970765,3.7548999971477315,72.59579999663401,59.0,0.5217398917935465,0.5217398917935465,6,7,7,7,17,57,73,73,73,73,73
GET,/calendar,5,0,9,10.686540001188405,6.119899990153499,18.54890001413878,107750.0,0.08415159545057202,0.0,9,11,11,19,19,19,19,19,19,19,19
GET,/check,26,0,9,10.308838462851082,4.617300000973046,38.864900008775294,181520.0,0.4375882963429745,0.0,9,11,11,12,14,19,39,39,39,39,39
GET,/project-manage,19,0,7,26.183473685370316,5.092699997476302,202.42069999221712,164189.0,0.3197760627121737,0.0,7,9,23,31,86,200,200,200,200,200,200
GET,/trash,16,0,9,9.975337499781745,5.183300003409386,31.947800001944415,103953.0,0.2692851054418305,0.0,9,9,11,11,14,32,32,32,32,32,32
GET,[warmup] cookie check,10,0,2200,2193.677580001531,2181.320500007132,2212.9194000008283,164189.0,0.16830319090114404,0.0,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200
,Aggregated,525,144,9,601.3825521903345,3.7093999999342486,2469.5300000021234,25283.521904761903,8.835917522310062,2.4235659489764743,9,18,2100,2100,2100,2400,2500,2500,2500,2500,2500
