Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,25,0,16,33.119068001396954,10.365099995397031,339.1579000017373,90509.0,0.4267782322897683,0.0,16,17,26,35,46,55,340,340,340,340,340
POST,/api/ai/parse [POST],7,0,22000,22109.21758571307,7422.220699998434,38410.49110000313,222.14285714285714,0.11949790504113512,0.0,22000,25000,32000,32000,38000,38000,38000,38000,38000,38000,38000
GET,/api/checklists,12,0,13,22.77788333231001,10.907600008067675,50.32439999922644,1317.0,0.2048535514990888,0.0,14,20,38,38,49,50,50,50,50,50,50
GET,/api/checklists/1/lock,12,12,2300,2881.6801166673636,14.12720000371337,4156.350500008557,22.0,0.2048535514990888,0.2048535514990888,2900,4100,4100,4100,4100,4200,4200,4200,4200,4200,4200
PUT,/api/doc/{id}/lock [PUT heartbeat],12,12,2300,2901.971349999561,11.05509999615606,4163.792499995907,22.0,0.2048535514990888,0.2048535514990888,2900,4100,4100,4100,4200,4200,4200,4200,4200,4200,4200
GET,/api/events,35,0,20,49.53053714166994,13.373800000408664,425.4842000082135,9998.542857142857,0.5974895252056757,0.0,20,25,31,32,190,220,430,430,430,430,430
POST,/api/events [POST],113,0,15,35.519712388750364,10.766999999759719,1024.2449999932433,11.0,1.9290376099497526,0.0,15,16,18,19,31,110,130,610,1000,1000,1000
DELETE,/api/events/{id} [DELETE],110,0,2100,2279.651755453431,2063.604099996155,4167.583400005242,11.0,1.8778242220749806,0.0,2100,2100,2100,2100,3000,4100,4100,4100,4200,4200,4200
PUT,/api/events/{id} [PUT],113,113,17,36.100938052878575,9.570199996232986,955.2651999983937,21.0,1.9290376099497526,1.9290376099497526,17,19,23,27,37,87,110,530,960,960,960
GET,/api/kanban,44,0,14,33.41703636264852,10.00460000068415,207.7490000083344,11868.818181818182,0.7511296888299922,0.0,14,19,25,29,52,190,210,210,210,210,210
GET,/api/notifications/count,31,0,4100,3954.252183870619,2876.2143999920227,4249.843799989321,11.0,0.5292050080393127,0.0,4100,4100,4200,4200,4200,4200,4200,4200,4200,4200,4200
GET,/api/notifications/pending,31,0,4100,3955.5363129033904,2873.999100003857,4250.9322999976575,2.0,0.5292050080393127,0.0,4100,4100,4100,4100,4200,4200,4300,4300,4300,4300,4300
POST,/api/upload/image [POST],42,42,52,96.88408571465905,27.701200000592507,455.12410000083037,59.0,0.7169874302468108,0.7169874302468108,53,67,77,82,330,340,460,460,460,460,460
GET,/calendar,7,0,20,92.83592856913207,11.432700004661456,420.56089999096,107845.0,0.11949790504113512,0.0,20,24,140,140,420,420,420,420,420,420,420
GET,/check,36,0,21,77.45051666683543,11.419099988415837,428.3022999879904,179931.0,0.6145606544972664,0.0,26,32,46,48,420,430,430,430,430,430,430
GET,/project-manage,17,0,16,41.47407058917452,12.166100001195446,210.60340000258293,163823.0,0.2902091979570424,0.0,16,26,29,33,190,210,210,210,210,210,210
GET,/trash,23,0,13,30.470860869568043,8.657200000016019,338.74809999542776,103593.0,0.3926359737065868,0.0,13,16,22,23,28,51,340,340,340,340,340
GET,[warmup] cookie check,25,0,2578.157199997804,2529.0250320005,2433.513399999356,2578.157199997804,163823.0,0.4267782322897683,0.0,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600
,Aggregated,695,179,29,1157.7993624456722,8.657200000016019,38410.49110000313,28282.204316546762,11.864434857655558,3.055732143194741,29,420,2100,2100,4100,4100,4200,7400,38000,38000,38000
