Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1,0,8.840900001814589,8.840900001814589,8.840900001814589,8.840900001814589,90871.0,0.03657669591160083,0.0,9,9,9,9,9,9,9,9,9,9,9
POST,/api/events [POST],7,0,9,8.845571426458523,6.23529999575112,11.687299993354827,10.0,0.2560368713812058,0.0,9,10,11,11,12,12,12,12,12,12,12
DELETE,/api/events/{id} [DELETE],6,0,2070.1605999929598,2062.041550001595,2043.6358000006294,2070.1605999929598,11.0,0.21946017546960497,0.0,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100
PUT,/api/events/{id} [PUT],7,7,11,12.703785716439597,4.826500007766299,31.875300002866425,21.0,0.2560368713812058,0.2560368713812058,11,12,18,18,32,32,32,32,32,32,32
GET,/api/notifications/count,1,0,3.2881000079214573,3.2881000079214573,3.2881000079214573,3.2881000079214573,11.0,0.03657669591160083,0.0,3,3,3,3,3,3,3,3,3,3,3
GET,/api/notifications/pending,1,0,2069.024399999762,2069.024399999762,2069.024399999762,2069.024399999762,2.0,0.03657669591160083,0.0,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100
GET,/check,1,0,19.455700006801635,19.455700006801635,19.455700006801635,19.455700006801635,181520.0,0.03657669591160083,0.0,19,19,19,19,19,19,19,19,19,19,19
GET,/trash,1,0,11.016799995559268,11.016799995559268,11.016799995559268,11.016799995559268,103953.0,0.03657669591160083,0.0,11,11,11,11,11,11,11,11,11,11,11
GET,[warmup] cookie check,1,0,2103.3748000045307,2103.3748000045307,2103.3748000045307,2103.3748000045307,164189.0,0.03657669591160083,0.0,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100,2100
,Aggregated,26,7,11,643.7729038471633,3.2881000079214573,2103.3748000045307,20801.115384615383,0.9509940937016216,0.2560368713812058,12,32,2100,2100,2100,2100,2100,2100,2100,2100,2100
